"reference_id","tag","data"
"e5c256ea-f067-481b-96e5-008dc84314c1","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Great ...fabulus design....great phone...luv it..."", ""review_title"": ""Wonderful"", ""website_path"": ""mobile"", ""product_title"": ""Nextbit Robin (Midnight, 32 GB)""}"
"cc79a042-e646-447b-892f-848f2a350d4e","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Beautiful kurti...material is good fitting is awesome n looking exactly the same. Don't think just go for it !!!"", ""review_title"": ""Worth every penny"", ""website_path"": ""kurta"", ""product_title"": ""Aurelia Printed Women's Straight Kurta""}"
"9c231f8a-a18d-41d6-b268-fbbd4f2b4c1e","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Awsm product....   :-) :-P   loved it     tq"", ""review_title"": ""Super!"", ""website_path"": ""watch"", ""product_title"": ""Fastrack NG3121SM01 Analog Watch  - For Men""}"
"f3847175-27cb-45b6-8e24-ee55725748eb","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Nothing wrong ..largest selling n rated mobile"", ""review_title"": ""Best in the market!"", ""website_path"": ""mobile"", ""product_title"": ""Redmi 3S Prime (Gold, 32 GB)""}"
"fdb09d3a-4e9f-4e4d-92cb-ce29c225a122","FLIPKART_REVIEW_MODERATION","{""review_body"": ""awesome headphone"", ""review_title"": ""awesome"", ""website_path"": ""headphone"", ""product_title"": ""HP H1000 Headphones""}"
"e841c029-395f-4a7a-9a9e-ad34ce6ac584","FLIPKART_REVIEW_MODERATION","{""review_body"": ""I am a regular customer of Flipkart.. recently I ordered Moto x style it comes under jio preview offer as mentioned by Flipkart. I got the phone after that I went to Jio store they said the code for this phone has already been used before...shocked..I tried  calling Flipkart two times..they said we will be providing technical support within x days..but it has been almost 13 days yet no resolution..this is what a Flipkart does to their customers.!!"", ""review_title"": ""Biggest mistake of my life!"", ""website_path"": ""mobile"", ""product_title"": ""Moto X Style (White and Champagne, 16 GB)""}"
"44af3e04-6481-420c-93fc-edd264c239d7","FLIPKART_REVIEW_MODERATION","{""review_body"": ""cloth was ok... not as expected"", ""review_title"": ""Faced minor issues"", ""website_path"": ""shirt"", ""product_title"": ""Roadster Men's Solid Casual Brown Shirt""}"
"0b410085-b763-4a18-be1a-e17a2898282e","FLIPKART_REVIEW_MODERATION","{""review_body"": ""average"", ""review_title"": ""satisfied"", ""website_path"": ""shirt"", ""product_title"": ""Rodid Men's Solid Casual Black, White Shirt""}"
"2a196abe-20f5-4381-8bd3-d2fe5f388821","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Good"", ""review_title"": ""Really Nice"", ""website_path"": ""sandal"", ""product_title"": ""Blu'Z Women Black Wedges""}"
"533cd948-5fd6-4534-b5f6-97707f33d230","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Product not upto standard"", ""review_title"": ""Horrible"", ""website_path"": ""shoe"", ""product_title"": ""Lotto Trojan Running Shoes""}"
"92dfa8f3-a985-48dd-8f3b-c080a8284d73","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Good...."", ""review_title"": ""Pretty good"", ""website_path"": ""shaver"", ""product_title"": ""Nova NHT 1045 BL Cordless Rechargeable Trimmer For Men""}"
"7b3661c6-b979-4352-a7c8-308b4c70bf5b","FLIPKART_REVIEW_MODERATION","{""review_body"": ""quality of the product is nice. it's cute for kids"", ""review_title"": ""Nice cute for kids"", ""website_path"": ""container"", ""product_title"": ""Tupperware  - 30 ml, 60 ml, 80 ml Polypropylene Multi-purpose Storage Container""}"
"729c8933-392a-4b13-84b2-697e7274af85","FLIPKART_REVIEW_MODERATION","{""review_body"": ""gud"", ""review_title"": ""Faced minor issues"", ""website_path"": ""power_bank"", ""product_title"": ""Intex IT-PB11K Intex IT-PB11K 11000 mAh - Black 11000 mAh Power Bank""}"
"712e7fc5-8997-4f55-8d55-f7db59832ca3","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Excellent headphone for a reasonable rate.Dolby effect is very good...the product is a promise."", ""review_title"": ""Excellent"", ""website_path"": ""headphone"", ""product_title"": ""Philips SHP1900/97 Wired Headphones""}"
"8010dbd3-2be2-40ed-9184-bc30ec52946c","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Gud"", ""review_title"": ""Very Good"", ""website_path"": ""scrub"", ""product_title"": ""The Body Shop Strawberry Body Polish Scrub""}"
"9cee115c-693f-46e8-b99d-20da213f7f0b","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Its a good shoes and is of original brand and also its comfortable"", ""review_title"": ""Good quality product"", ""website_path"": ""shoe"", ""product_title"": ""Lee Cooper Men Mid Ankle Canvas Sneakers""}"
"f2115c30-c8dd-47af-8fe8-e7fcfdfe9af9","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Not received freenies from last 3 to 4 weeks"", ""review_title"": ""Worst experience ever!"", ""website_path"": ""pin_up_board"", ""product_title"": ""Anjali Display Red 3x2 foot Notice board Clip Board Bulletin Board""}"
"2b2384c8-2658-4d2c-9134-86137c0f8d4b","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Product is good\nSamsung galaxy on 8\nCamera good \nBattery is a little bleak\nOverall features are good"", ""review_title"": ""Unsatisfactory"", ""website_path"": ""mobile"", ""product_title"": ""SAMSUNG Galaxy On8 (Gold, 16 GB)""}"
"33a15e3f-6676-4902-92e8-48fa9c61c21b","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Best for this price"", ""review_title"": ""Nice product"", ""website_path"": ""kurti"", ""product_title"": ""Mytri Casual Printed Women's Kurti""}"
"1bad8a54-e4df-486b-acff-4c10523f367b","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Good service provided by flipkart... Good mobile with budgeted price and latest features..."", ""review_title"": ""Highly recommended"", ""website_path"": ""mobile"", ""product_title"": ""Redmi 3S Prime (Dark Grey, 32 GB)""}"
"12f43dfe-f816-4021-a40a-00932daf6016","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Nice product good features\nCamera quality excellent \nGood look\nLast m Bhai pooore pause krdeta h ye mobile"", ""review_title"": ""Classy product"", ""website_path"": ""mobile"", ""product_title"": ""Moto E3 Power (Black, 16 GB)""}"
"58b08ebc-a1ef-4d60-a9dd-46c27147fc26","FLIPKART_REVIEW_MODERATION","{""review_body"": ""best product."", ""review_title"": ""best product."", ""website_path"": ""glucometer"", ""product_title"": ""ACCU-CHEK Active Glucometer""}"
"cb44b41a-1520-41e6-8d11-c55ce2187d21","FLIPKART_REVIEW_MODERATION","{""review_body"": ""I received chudidhar only kurtha is not received"", ""review_title"": ""Good"", ""website_path"": ""salwar_kurta_dupatta"", ""product_title"": ""Just Chic Embroidered Kurta & Churidar""}"
"85481ae2-5e19-4bf2-a251-f6753b95b1ad","FLIPKART_REVIEW_MODERATION","{""review_body"": ""It rocks"", ""review_title"": ""Just okay"", ""website_path"": ""smart_band_tag"", ""product_title"": ""Intex FitRist""}"
"580b8d93-5c5d-4d5b-a2a9-e9ef71ece0b2","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Nice product"", ""review_title"": ""Super!"", ""website_path"": ""bra"", ""product_title"": ""Mynte Premium Combo Women's Sports Dark Blue, Pink, White Bra""}"
"5371cf9e-8d5d-4f79-bbae-187dc0af5d6f","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Rough and Though Bag, and looking good"", ""review_title"": ""Rough and Though Bag, and looking good"", ""website_path"": ""laptop_bag"", ""product_title"": ""Originals TYCOON 16 inch Laptop Backpack""}"
"ff065dfb-0c15-4b67-b559-6474cd711995","FLIPKART_REVIEW_MODERATION","{""review_body"": ""I am very Happy My order was successfully submitted"", ""review_title"": ""Worth every penny"", ""website_path"": ""mobile"", ""product_title"": ""Moto X Play(With Turbo Charger) (White, 16 GB)""}"
"161cb966-db92-4a70-8373-826007b41f1d","FLIPKART_REVIEW_MODERATION","{""review_body"": ""not met my expectations...\nclothes material is different...than i expected"", ""review_title"": ""Overpriced"", ""website_path"": ""kurti"", ""product_title"": ""The Style Story Solid Women's Kurti""}"
"69d89221-c7c4-4176-a894-2f59431fb7e7","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Its really very good"", ""review_title"": ""Perfect product!"", ""website_path"": ""hair_dryer"", ""product_title"": ""Panasonic EH-ND11-P62B Hair Dryer""}"
"c1a4c4f1-5d65-4eab-a404-c372877f5423","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Just useless received different product without a price tag need to contact customer care need help"", ""review_title"": ""No good"", ""website_path"": ""track_pant"", ""product_title"": ""Xplore Black Sports Solid Men's Black Track Pants""}"
"1f2a29d3-e64d-43d7-bc8e-6bd0f29cca09","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Ordered it for my mom. Product is really good . mom is happy .. Go for it ."", ""review_title"": ""Highly recommended"", ""website_path"": ""sari"", ""product_title"": ""Sunaina Printed Art Silk Sari""}"
"a2005a56-b626-4820-aa0f-f5e47c8b5315","FLIPKART_REVIEW_MODERATION","{""review_body"": ""mindblowing. first time purchsed this brand product. and truly recommandable."", ""review_title"": ""happy"", ""website_path"": ""trouser"", ""product_title"": ""KANNAN Regular Fit Women's Multicolor Trousers""}"
"f4eb98c3-16c5-4153-9528-fb59a324890a","FLIPKART_REVIEW_MODERATION","{""review_body"": ""excellent product"", ""review_title"": ""5 star"", ""website_path"": ""smart_glass"", ""product_title"": ""MTT ADVANCED 3D VR GLASS HEADSET""}"
"fc72ebbd-6ffc-46a8-9a75-75915c8ff5b6","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Must read this book all stories are very nice"", ""review_title"": ""Nice stories"", ""website_path"": ""book"", ""product_title"": ""story Days""}"
"f91de84f-745f-4574-be87-443999504e78","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Flipkart services is good but seller hurt me. first time they send me broken item then i replaced it after replacing they send new item but their some parts are missing.. now i am returning it"", ""review_title"": ""Worst experience ever!"", ""website_path"": ""water_purifier"", ""product_title"": ""Pureit Advanced (RO + MF) 5 L Water Purifier""}"
"7eb5a7d7-a397-469f-bcbb-2aff106aaa8d","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Superb game super graphic\n\nI loved it \nthanks flipkart"", ""review_title"": ""Classy product"", ""website_path"": ""physical_game"", ""product_title"": ""Call Of Duty : Advanced Warfare""}"
"f7c1fd0c-fe5f-4eef-84bf-54eab985b815","FLIPKART_REVIEW_MODERATION","{""review_body"": ""Never buy books from flipkart. Amazon is best"", ""review_title"": ""Pretty good"", ""website_path"": ""book"", ""product_title"": ""The Story of Philosophy""}"
